biomarker,variable_name,primary_pathway,secondary_pathway,demographic,phase,min_age,max_age,operator,low_value,high_value,qualitative_value,label,color,optimal_range,units,diagnosis,superclinic_code,remark,Description,Source
TRIG / HDL RATIO,TRI/H,METABOLIC HEALTH,CARDIOVASCULAR HEALTH,ALL,ALL,10,120,between,2,3.12,,ELEVATED,YELLOW,<2,Ratio,,TRI/H_ELEVATED,"An elevated TG/HDL ratio reflects impaired triglyceride metabolism and reduced HDL efficiency, commonly seen with early insulin resistance, obesity, metabolic syndrome, and prediabetes. It indicates a shift toward smaller, denser LDL particles with higher atherogenic potential.",Assesses cardiovascular risk and insulin resistance using lipid ratio.,THYROCARE
TRIG / HDL RATIO,TRI/H,METABOLIC HEALTH,CARDIOVASCULAR HEALTH,ALL,ALL,10,120,gt,3.12,,,HIGH,ORANGE,<2,Ratio,,TRI/H_HIGH,"A high TG/HDL ratio strongly suggests advanced insulin resistance, high cardiometabolic risk, and atherogenic dyslipidemia. It is associated with type 2 diabetes, coronary artery disease, non-alcoholic fatty liver disease, and increased cardiovascular events.",Assesses cardiovascular risk and insulin resistance using lipid ratio.,THYROCARE
TRIGLYCERIDES,TRIG,METABOLIC HEALTH,CARDIOVASCULAR HEALTH,ALL,ALL,10,120,lt,,100,,OPTIMAL,GREEN,<100,mg/dL,,TRIG_OPTIMAL,"Optimal triglyceride levels indicate efficient lipid metabolism, balanced energy storage, and low atherogenic burden. They support vascular health, insulin sensitivity, and reduced cardiovascular risk when combined with a favorable HDL and LDL profile.","Provides energy, monitoring helps manage heart and metabolic health.",THYROCARE
TRIGLYCERIDES,TRIG,METABOLIC HEALTH,CARDIOVASCULAR HEALTH,ALL,ALL,10,120,between,101,149,,ELEVATED,YELLOW,<100,mg/dL,HYPERTRIGLYCERIDEMIA,TRIG_ELEVATED,"Elevated triglycerides suggest early dyslipidemia and may result from high refined carbohydrate intake, excess alcohol, obesity, insulin resistance, or hypothyroidism. Functionally, this signals higher risk for metabolic syndrome and cardiovascular disease, even if LDL is normal.","Provides energy, monitoring helps manage heart and metabolic health.",THYROCARE
TRIGLYCERIDES,TRIG,METABOLIC HEALTH,CARDIOVASCULAR HEALTH,ALL,ALL,10,120,gt,150,,,HIGH,ORANGE,<100,mg/dL,HYPERTRIGLYCERIDEMIA,TRIG_HIGH,"High triglycerides reflect significant dyslipidemia and cardiometabolic risk. They are strongly associated with atherosclerosis, pancreatitis (TG >500 mg/dL), insulin resistance, and fatty liver disease. Persistently high levels increase the likelihood of coronary artery disease and systemic inflammation.","Provides energy, monitoring helps manage heart and metabolic health.",THYROCARE
URI. ALBUMIN/CREATININE RATIO (UA/C),UA/C,VITAL ORGANS (KIDNEY),"CARDIOVASCULAR HEALTH, INFLAMMAGING, METABOLIC HEALTH",ALL,ALL,10,120,lt,,30,,OPTIMAL,GREEN,< 30,µg/mg of Creatinine,,UA/C_OPTIMAL,"An optimal UACR indicates healthy kidney filtration barrier integrity with no abnormal protein leakage. It reflects preserved glomerular function, stable endothelial health, and low cardiovascular and renal risk.","Measures urine albumin/creatinine, detects early kidney damage risk.",THYROCARE
URI. ALBUMIN/CREATININE RATIO (UA/C),UA/C,VITAL ORGANS (KIDNEY),"CARDIOVASCULAR HEALTH, INFLAMMAGING, METABOLIC HEALTH",ALL,ALL,10,120,between,30,300,,HIGH,ORANGE,< 30,µg/mg of Creatinine,,UA/C_HIGH,"High UACR (microalbuminuria) suggests early renal damage often related to diabetes, hypertension, or endothelial dysfunction. It signals increased permeability of the glomerular membrane and predicts higher risk for chronic kidney disease (CKD) and cardiovascular events.","Measures urine albumin/creatinine, detects early kidney damage risk.",THYROCARE
URI. ALBUMIN/CREATININE RATIO (UA/C),UA/C,VITAL ORGANS (KIDNEY),"CARDIOVASCULAR HEALTH, INFLAMMAGING, METABOLIC HEALTH",ALL,ALL,10,120,gt,300,,,VERY HIGH,RED,< 30,µg/mg of Creatinine,,UA/C_VERY_HIGH,"Very high UACR (macroalbuminuria) indicates significant renal impairment and glomerular injury, strongly associated with progressive CKD, diabetic nephropathy, and markedly increased cardiovascular risk. It reflects advanced damage requiring urgent clinical evaluation.","Measures urine albumin/creatinine, detects early kidney damage risk.",THYROCARE
URINARY MICROALBUMIN,UALB,VITAL ORGANS (KIDNEY),"IMMUNITY, METABOLIC HEALTH",ALL,ALL,10,120,lt,,25,,OPTIMAL,GREEN,<25,μg/mL,,UALB_OPTIMAL,"Optimal urinary microalbumin indicates intact glomerular filtration barrier and normal renal function. It suggests healthy endothelial integrity, stable blood pressure, and effective metabolic control, with low risk of kidney or cardiovascular disease progression.","Detects urinary albumin, indicates early kidney damage risk.",THYROCARE
URINARY MICROALBUMIN,UALB,VITAL ORGANS (KIDNEY),"IMMUNITY, METABOLIC HEALTH",ALL,ALL,10,120,gt,300,,,HIGH,ORANGE,<25,μg/mL,MICROALBUMINURIA,UALB_HIGH,"High urinary microalbumin (microalbuminuria) signals early kidney stress and endothelial dysfunction. Common causes include diabetes, hypertension, obesity, and systemic inflammation. It predicts increased risk of chronic kidney disease (CKD) and cardiovascular events.","Detects urinary albumin, indicates early kidney damage risk.",THYROCARE
URINARY MICROALBUMIN,UALB,VITAL ORGANS (KIDNEY),"IMMUNITY, METABOLIC HEALTH",ALL,ALL,10,120,gt,10000,,,VERY HIGH,RED,<25,μg/mL,MACROALBUMINURIA,UALB_VERY_HIGH,"Very high urinary microalbumin (macroalbuminuria) indicates significant glomerular damage, strongly associated with progressive CKD, diabetic nephropathy, and markedly increased cardiovascular mortality. It reflects advanced endothelial and renal dysfunction requiring urgent medical evaluation.","Detects urinary albumin, indicates early kidney damage risk.",THYROCARE
CREATININE - URINE,UCRA,VITAL ORGANS (KIDNEY),,MALE,ALL,10,120,between,39,259,,OPTIMAL,GREEN,39-259,mg/dL,,UCRA_OPTIMAL,"Optimal urinary creatinine reflects stable muscle mass, healthy kidney excretion, and balanced hydration. It indicates reliability of urinary tests and good overall metabolic function.","Measures urinary creatinine, assesses kidney function and muscle metabolism.",THYROCARE
CREATININE - URINE,UCRA,VITAL ORGANS (KIDNEY),,MALE,ALL,10,120,lt,,39,,LOW,ORANGE,39-259,mg/dL,,UCRA_LOW,"Low urinary creatinine may indicate low muscle mass, malnutrition, chronic illness, impaired renal concentrating ability, or overhydration. Inaccurate collections can also contribute. Persistently low values may reduce the reliability of urinary biomarker ratios and suggest frailty.","Measures urinary creatinine, assesses kidney function and muscle metabolism.",THYROCARE
CREATININE - URINE,UCRA,VITAL ORGANS (KIDNEY),,MALE,ALL,10,120,gt,259,,,HIGH,ORANGE,39-259,mg/dL,,UCRA_HIGH,"High urinary creatinine may be due to increased muscle mass, high protein intake, dehydration, or strenuous exercise. Occasionally, it reflects over-concentrated urine or renal stress. Persistently high values require further evaluation of kidney function and hydration status.","Measures urinary creatinine, assesses kidney function and muscle metabolism.",THYROCARE
CREATININE - URINE,UCRA,VITAL ORGANS (KIDNEY),,FEMALE,ALL,10,120,between,28,217,,OPTIMAL,GREEN,28-217,mg/dL,,UCRA_OPTIMAL,"Optimal urinary creatinine reflects healthy muscle metabolism, effective kidney filtration, and balanced hydration. It ensures reliability of urinary testing and indicates overall stability of renal and metabolic status in women.","Measures urinary creatinine, assesses kidney function and muscle metabolism.",THYROCARE
CREATININE - URINE,UCRA,VITAL ORGANS (KIDNEY),,FEMALE,ALL,10,120,lt,,28,,LOW,ORANGE,28-217,mg/dL,,UCRA_LOW,"Low urinary creatinine in women may reflect low muscle mass, malnutrition, overhydration, pregnancy-related dilutional changes, or impaired renal concentrating ability. It may also indicate collection issues. Persistently low levels can reduce the reliability of urinary biomarker ratios and suggest frailty or chronic illness.","Measures urinary creatinine, assesses kidney function and muscle metabolism.",THYROCARE
CREATININE - URINE,UCRA,VITAL ORGANS (KIDNEY),,FEMALE,ALL,10,120,gt,217,,,HIGH,ORANGE,28-217,mg/dL,,UCRA_HIGH,"High urinary creatinine may be due to dehydration, concentrated urine, high protein intake, or strenuous exercise. Less commonly, it may reflect kidney stress or tubular dysfunction. Persistently high levels require ruling out renal pathology and excessive protein load.","Measures urinary creatinine, assesses kidney function and muscle metabolism.",THYROCARE
URIC ACID,URIC,METABOLIC HEALTH,"NUTRITION, VITAL ORGANS (KIDNEY), VITAL ORGANS (LIVER)",ALL,ALL,10,120,between,4.2,6,,OPTIMAL,GREEN,4.2-6,mg/dL,,URIC_OPTIMAL,"Optimal uric acid reflects healthy purine metabolism, renal excretion, and systemic oxidative balance. It indicates stable metabolic activity, reduced risk of crystal deposition, and balanced antioxidant defense, contributing to cardiovascular and renal protection.","Measures uric acid, evaluates gout, kidney, metabolic conditions.",THYROCARE
URIC ACID,URIC,METABOLIC HEALTH,"NUTRITION, VITAL ORGANS (KIDNEY), VITAL ORGANS (LIVER)",ALL,ALL,10,120,lt,,4.2,,LOW,ORANGE,4.2-6,mg/dL,,URIC_LOW,"Low uric acid may result from low dietary purine intake, chronic illness, liver disease, SIADH, or certain medications (e.g., uricosurics). Functionally, very low levels may reduce antioxidant capacity, but isolated low uric acid is usually less clinically significant than high levels.","Measures uric acid, evaluates gout, kidney, metabolic conditions.",THYROCARE
URIC ACID,URIC,METABOLIC HEALTH,"NUTRITION, VITAL ORGANS (KIDNEY), VITAL ORGANS (LIVER)",ALL,ALL,10,120,gt,6,,,HIGH,ORANGE,4.2-6,mg/dL,,URIC_HIGH,"High uric acid (hyperuricemia) may result from purine-rich diet, obesity, alcohol, kidney dysfunction, metabolic syndrome, or genetic predisposition. Functionally, it contributes to gout, urate nephropathy, kidney stones, hypertension, and cardiovascular disease. Persistent elevation indicates systemic metabolic stress.","Measures uric acid, evaluates gout, kidney, metabolic conditions.",THYROCARE
TSH - ULTRASENSITIVE,USTSH,HORMONES,"METABOLIC HEALTH, VITAL ORGAN( LIVER), CELLULAR HEALTH",ALL,ALL,10,120,lt,,2,,OPTIMAL,GREEN,<2,μIU/mL,,USTSH_OPTIMAL,"Optimal TSH indicates healthy thyroid-pituitary feedback, with adequate T4 and T3 production to sustain metabolism, energy balance, and systemic regulation. It reflects stable endocrine health with low risk for metabolic or cardiovascular complications.","Accurately measures TSH, monitors thyroid health and disorders.",THYROCARE
TSH - ULTRASENSITIVE,USTSH,HORMONES,"METABOLIC HEALTH, VITAL ORGAN( LIVER), CELLULAR HEALTH",ALL,ALL,10,120,between,2,10,,ELEVATED,YELLOW,<2,μIU/mL,SUBCLINICAL HYPOTHYRODISM,USTSH_ELEVATED,"Elevated TSH suggests subclinical hypothyroidism, where pituitary output is raised to maintain normal thyroid hormone levels. Common causes include autoimmune thyroiditis (Hashimoto’s), iodine deficiency, or early thyroid dysfunction. It may cause subtle fatigue, weight gain, or mood changes.","Accurately measures TSH, monitors thyroid health and disorders.",THYROCARE
TSH - ULTRASENSITIVE,USTSH,HORMONES,"METABOLIC HEALTH, VITAL ORGAN( LIVER), CELLULAR HEALTH",ALL,ALL,10,120,gt,10,,,HIGH,ORANGE,<2,μIU/mL,HYPOTHYRODISM,USTSH_HIGH,"High TSH indicates overt hypothyroidism, with insufficient thyroid hormone production despite pituitary stimulation. It manifests with fatigue, weight gain, cold intolerance, hair loss, menstrual changes, bradycardia, and cognitive slowing. Long-term, it raises cardiovascular and metabolic risks.","Accurately measures TSH, monitors thyroid health and disorders.",THYROCARE
VITAMIN B-12,VITB,CELLULAR HEALTH,"NUTRITION, VITAL ORGAN(LIVER), IMMUNITY",ALL,ALL,10,120,between,0,256,,LOW,ORANGE,600-1000,pg/mL,VITAMIN B12 DEFICIENCY,VITB_LOW,"Low B12 indicates deficiency from poor diet, pernicious anemia, malabsorption, or long-term medication use (e.g., PPIs, metformin). It leads to megaloblastic anemia, neuropathy, cognitive decline, and elevated homocysteine, raising cardiovascular and neurodegenerative risk.","Supports RBCs, nerves, DNA; detects deficiency-related issues.",THYROCARE
VITAMIN B-12,VITB,CELLULAR HEALTH,"NUTRITION, VITAL ORGAN(LIVER), IMMUNITY",ALL,ALL,10,120,between,256,600,,SUBOPTIMAL,YELLOW,600-1000,pg/mL,VITAMIN B12 INSUFFICIENCY,VITB_SUBOPTIMAL,"Suboptimal B12 suggests borderline insufficiency, often with early fatigue, mood changes, or mild cognitive symptoms. It may precede overt deficiency and is particularly important in the elderly, vegetarians, and patients with GI disorders.","Supports RBCs, nerves, DNA; detects deficiency-related issues.",THYROCARE
VITAMIN B-12,VITB,CELLULAR HEALTH,"NUTRITION, VITAL ORGAN(LIVER), IMMUNITY",ALL,ALL,10,120,between,600,1000,,OPTIMAL,GREEN,600-1000,pg/mL,,VITB_OPTIMAL,"Optimal B12 reflects sufficient stores for DNA synthesis, neurological function, and methylation balance. It supports healthy cognition, energy, and vascular protection by keeping homocysteine in check.","Supports RBCs, nerves, DNA; detects deficiency-related issues.",THYROCARE
VITAMIN B-12,VITB,CELLULAR HEALTH,"NUTRITION, VITAL ORGAN(LIVER), IMMUNITY",ALL,ALL,10,120,between,1000,1500,,HIGH,ORANGE,600-1000,pg/mL,,VITB_HIGH,"High B12 is often due to supplementation, but can also be associated with liver disease, kidney dysfunction, myeloproliferative disorders, or increased binding proteins. It may reflect altered transport rather than true excess.","Supports RBCs, nerves, DNA; detects deficiency-related issues.",THYROCARE
VITAMIN B-12,VITB,CELLULAR HEALTH,"NUTRITION, VITAL ORGAN(LIVER), IMMUNITY",ALL,ALL,10,120,gt,1500,,,VERY HIGH,RED,600-1000,pg/mL,HYPERVITAMINOSIS B12,VITB_VERY_HIGH,"Very high B12 without supplementation raises suspicion for serious conditions such as liver dysfunction, renal failure, certain cancers, or hematologic disorders. It usually represents abnormal storage, release, or binding rather than toxicity.","Supports RBCs, nerves, DNA; detects deficiency-related issues.",THYROCARE
25-OH VITAMIN D (TOTAL),VITDC,NUTRITION,"VITAL ORGANS(LIVER), VITAL ORGANS(KIDNEY), IMMUNITY, MUSCULOSKELETAL HEALTH, INFLAMMAGING, CELLULAR HEALTH",ALL,ALL,10,120,between,0,30,,LOW,ORANGE,60-100,ng/mL,VITAMIN D DEFICIENCY,VITDC_LOW,"Low vitamin D indicates deficiency, often due to inadequate sunlight exposure, poor intake, malabsorption, or chronic illness. It causes secondary hyperparathyroidism, impaired bone health (rickets, osteomalacia), muscle weakness, low immunity, and higher risk of autoimmune and metabolic diseases.","Measures total vitamin D, supports bone health and immunity.",THYROCARE
25-OH VITAMIN D (TOTAL),VITDC,NUTRITION,"VITAL ORGANS(LIVER), VITAL ORGANS(KIDNEY), IMMUNITY, MUSCULOSKELETAL HEALTH, INFLAMMAGING, CELLULAR HEALTH",ALL,ALL,10,120,between,30,60,,SUBOPTIMAL,YELLOW,60-100,ng/mL,VITAMIN D INSUFFIICIENCY,VITDC_SUBOPTIMAL,"Suboptimal vitamin D suggests insufficient stores, which may predispose to mild bone loss, fatigue, low mood, and reduced immune resilience. It represents a borderline status that may worsen with aging or seasonal sunlight decline.","Measures total vitamin D, supports bone health and immunity.",THYROCARE
25-OH VITAMIN D (TOTAL),VITDC,NUTRITION,"VITAL ORGANS(LIVER), VITAL ORGANS(KIDNEY), IMMUNITY, MUSCULOSKELETAL HEALTH, INFLAMMAGING, CELLULAR HEALTH",ALL,ALL,10,120,between,60,100,,OPTIMAL,GREEN,60-100,ng/mL,,VITDC_OPTIMAL,"Optimal vitamin D ensures healthy calcium–phosphate metabolism, strong bone mineral density, balanced immunity, and reduced cardiometabolic and autoimmune risk. It supports musculoskeletal integrity, endocrine balance, and overall systemic resilience.","Measures total vitamin D, supports bone health and immunity.",THYROCARE
25-OH VITAMIN D (TOTAL),VITDC,NUTRITION,"VITAL ORGANS(LIVER), VITAL ORGANS(KIDNEY), IMMUNITY, MUSCULOSKELETAL HEALTH, INFLAMMAGING, CELLULAR HEALTH",ALL,ALL,10,120,gt,100,,,HIGH,ORANGE,60-100,ng/mL,HYPERVITAMINOSIS D,VITDC_HIGH,"High vitamin D, usually from excess supplementation, can lead to hypercalcemia, kidney stones, vascular calcification, and renal impairment. It reflects potential vitamin D toxicity rather than natural sunlight exposure.","Measures total vitamin D, supports bone health and immunity.",THYROCARE
VLDL CHOLESTEROL,VLDL,METABOLIC HEALTH,CARDIOVASCULAR HEALTH,ALL,ALL,10,120,between,5,40,,OPTIMAL,GREEN,5-40,mg/dL,,VLDL_OPTIMAL,"Optimal VLDL indicates healthy hepatic lipid metabolism, efficient triglyceride transport, and low atherogenic particle burden. It reflects reduced cardiovascular and metabolic risk, especially when paired with optimal HDL and LDL profiles.","Measures VLDL cholesterol, helps assess lipid and cardiovascular risk.",THYROCARE
VLDL CHOLESTEROL,VLDL,METABOLIC HEALTH,CARDIOVASCULAR HEALTH,ALL,ALL,10,120,gt,40,,,HIGH,ORANGE,5-40,mg/dL,,VLDL_HIGH,"High VLDL suggests hepatic overproduction of triglyceride-rich lipoproteins, commonly seen with obesity, insulin resistance, diabetes, alcohol use, hypothyroidism, and fatty liver disease. It contributes to atherosclerosis, cardiovascular disease, and pancreatitis risk.","Measures VLDL cholesterol, helps assess lipid and cardiovascular risk.",THYROCARE
VLDL CHOLESTEROL,VLDL,METABOLIC HEALTH,CARDIOVASCULAR HEALTH,ALL,ALL,10,120,lt,,40,,LOW,ORANGE,5-40,mg/dL,,VLDL_LOW,"Low VLDL may reflect low triglyceride production, malnutrition, chronic illness, or hyperthyroidism. While not typically harmful, persistently low levels may indicate impaired hepatic lipid synthesis or undernutrition.","Measures VLDL cholesterol, helps assess lipid and cardiovascular risk.",THYROCARE
WAIST_TO_HIP_RATIO,WAIST_TO_HIP_RATIO,METABOLIC HEALTH,"INGLAMMAGING.CARDIOVASCULAR, MUSCULOSKELETAL HEALTH, CELLULAR HEALTH",MALE,ALL,10,120,lt,,0.8,,SUBOPTIMAL,YELLOW,0.8-0.9,Numeric,,WAIST_TO_HIP_RATIO_SUBOPTIMAL,"A suboptimal (lower-than-expected) WHR may reflect reduced muscle mass at the waist/hip region or disproportionate body shape rather than health risk. In some cases, it may suggest frailty or undernutrition, especially if accompanied by low BMI.","Assesses fat distribution, indicates metabolic and cardiovascular health risk.",PRE-CHECK 
